Date,Open,High,Low,Close,Volume
2010-09-24,87317.2684289534,87691.07971332503,86624.01198503548,87209.45568141824,801768566
2010-09-27,87209.45568141824,87812.14398072947,86781.69725145736,86859.17406831887,4489882487
2010-09-28,86859.17406831887,86923.83604933081,84737.29938528877,84976.2556714756,1684805400
2010-09-29,84976.2556714756,85671.75674981787,83997.40184602495,84101.19881686865,1359195359
2010-09-30,84101.19881686865,84533.19245286436,83190.63471436923,83562.14532338838,2895120767
2010-10-01,83562.14532338838,86272.63267435793,83562.14532338838,84928.95741242841,4202818924
2010-10-04,84928.95741242841,85750.34919335182,84765.9377833887,85409.169037348,3497202633
2010-10-05,85409.169037348,85409.169037348,82258.98831030841,83193.17670213155,2570430013
2010-10-06,83193.17670213155,83692.1187463792,81545.56413116246,83639.19691446544,3443811752
2010-10-07,83639.19691446544,83746.79391722205,82795.23213073952,83197.8969227225,847807555
2010-10-08,83197.8969227225,83205.36093874088,81818.60444804734,82394.71856909119,1540692375
2010-10-11,82394.71856909119,83296.6267593217,81854.4720223158,83191.89936349218,1268153810
2010-10-12,83191.89936349218,84922.83897760394,83191.89936349218,84520.0574409633,3689409972
2010-10-13,84520.0574409633,86861.58927137392,84520.0574409633,85742.9952071037,1651044587
2010-10-14,85742.9952071037,85742.9952071037,84306.00619279347,84706.51134363632,3052162814
2010-10-15,84706.51134363632,85740.58235824041,82059.42720224331,84355.98007496863,2614507260
2010-10-18,84355.98007496863,84827.68652232419,84355.98007496863,84817.31883629179,1299518371
2010-10-19,84817.31883629179,87131.21386473216,84817.31883629179,86100.87432700486,1491329606
2010-10-20,86100.87432700486,86100.87432700486,85247.66807149912,85525.06495166653,3819257476
2010-10-21,85525.06495166653,86498.7531604981,84445.35396661052,85329.65004357188,1357175709
2010-10-22,85329.65004357188,85329.65004357188,83238.03588788543,83956.26722615019,2128847994
2010-10-25,83956.26722615019,83956.26722615019,82266.08934723503,82491.80971492815,1352394246
2010-10-26,82491.80971492815,83611.20573879634,82491.80971492815,83538.45650272672,1709448984
2010-10-27,83538.45650272672,86882.85006236979,83538.45650272672,85279.6987104884,1954366712
2010-10-28,85279.6987104884,85674.06514322478,84213.10670258162,85230.22353775651,1352174348
2010-10-29,85230.22353775651,86839.54417989352,84969.09313938842,86555.80864774784,1237290246
2010-11-01,86555.80864774784,88310.22621271903,86182.2909542138,87068.61203083403,2307774981
2010-11-02,87068.61203083403,87068.61203083403,85151.50507492012,86269.60111244234,1310984623
2010-11-03,86269.60111244234,87500.0882023133,86269.60111244234,86780.39773396357,1333515119
2010-11-04,86780.39773396357,89386.92920181717,86780.39773396357,88825.85930734,1250596464
2010-11-05,88825.85930734,89081.19173435449,88276.32909686827,88822.53805635087,1923589856
2010-11-08,88822.53805635087,91282.25930472692,88822.53805635087,90951.58363532656,3205916464
2010-11-09,90951.58363532656,90951.58363532656,87225.22579133695,87423.00993807639,4247843739
2010-11-10,87423.00993807639,90747.34938720378,87423.00993807639,88544.5193051673,1391229846
2010-11-11,88544.5193051673,88901.13455088175,87667.17053233838,88704.40467703098,5860896494
2010-11-12,88704.40467703098,89207.35442315218,88218.25087141687,88350.90784411253,1210211031
2010-11-15,88350.90784411253,89075.5871627309,86983.1436378596,88516.69051670548,3438108419
2010-11-16,88516.69051670548,88516.69051670548,85584.1075409067,85921.95352454856,1394169578
2010-11-17,85921.95352454856,86329.50706956882,85652.48774758531,85681.79493524948,1293931872
2010-11-18,85681.79493524948,86494.24816057974,85447.06018602126,86183.60652453314,1378187323
2010-11-19,86183.60652453314,88328.08950640653,86183.60652453314,88137.25191034972,1948234018
2010-11-22,88137.25191034972,88317.93690825636,86263.99282424118,87496.13684452065,2672817784
2010-11-23,87496.13684452065,87631.1582133939,86412.12726341617,86478.78390919298,2795696301
2010-11-24,86478.78390919298,86668.8378495631,84964.61639098074,85871.15321694163,1247516372
2010-11-25,85871.15321694163,87620.0209132201,85871.15321694163,87093.18832611473,1219349520
2010-11-26,87093.18832611473,88002.10903441954,87020.96455917342,87566.21465486793,1264691013
2010-11-29,87566.21465486793,87566.21465486793,86477.37747103226,86914.1613264153,1891688808
2010-11-30,86914.1613264153,88189.59937012222,86564.65556894656,87626.77153435664,1800508956
2010-12-01,87626.77153435664,89285.709709362,86487.19026783017,87798.18380369135,1243661000
2010-12-02,87798.18380369135,90014.82718048821,87798.18380369135,89117.76195938318,2288620026
2010-12-03,89117.76195938318,89117.76195938318,87974.0509496172,88223.83983281771,6199270257
2010-12-06,88223.83983281771,88223.83983281771,87744.69700697518,87834.33756162334,1553933486
2010-12-07,87834.33756162334,89666.1432592312,85197.88000631286,87361.64633216104,1610252936
2010-12-08,87361.64633216104,87361.64633216104,85059.13169897077,85487.50102581888,2645811876
2010-12-09,85487.50102581888,86241.85301137342,84604.70220879972,85909.96351367164,1512462375
2010-12-10,85909.96351367164,88192.26090672002,85909.96351367164,86289.32722904887,2794433552
2010-12-13,86289.32722904887,87539.00015622737,85448.84285574194,86339.09044366579,1396369741
2010-12-14,86339.09044366579,87236.38501872348,85636.75741592326,86078.44939300667,4998845492
2010-12-15,86078.44939300667,86078.44939300667,82802.06440597605,84293.99483582424,2376276262
2010-12-16,84293.99483582424,84293.99483582424,83041.68621483771,83804.2737132687,1466877080
2010-12-17,83804.2737132687,84596.86675257175,82881.48121398542,83415.36173289754,1490037564
2010-12-20,83415.36173289754,83415.36173289754,82159.36197692038,82453.23568443094,1546891300
2010-12-21,82453.23568443094,82453.23568443094,81750.90168718125,82294.98437032523,3973002132
2010-12-22,82294.98437032523,83090.27567625551,82294.98437032523,82834.90224670593,1060533068
2010-12-23,82834.90224670593,85731.5984567039,82834.90224670593,85219.95006901762,1432149332
2010-12-24,85219.95006901762,85605.10669728852,85015.91515540838,85485.72273144245,1510312981
2010-12-27,85485.72273144245,85921.68480165376,84563.18038163638,85858.71881216869,1984373400
2010-12-28,85858.71881216869,86637.03118271772,84846.17204995803,85805.77070734756,1746462536
2010-12-29,85805.77070734756,85805.77070734756,82195.5797718161,83379.04894860412,948885885
2010-12-30,83379.04894860412,83799.4937219237,83200.79396800458,83387.57794729497,1637606686
2010-12-31,83387.57794729497,83807.1854155227,82889.37715916285,83504.6085061622,1902886300
2011-01-03,83504.6085061622,87274.39540924525,83504.6085061622,86631.74183429992,1460966587
2011-01-04,86631.74183429992,86631.74183429992,85881.27338218564,86425.08922361834,2819430530
2011-01-05,86425.08922361834,87798.96299603229,84328.0480552508,86859.22060772507,3167211015
2011-01-06,86859.22060772507,87207.7100491096,85748.18189753161,86857.42465909125,1923129545
2011-01-07,86857.42465909125,86857.42465909125,84453.420801765,85378.2279023717,2244354549
2011-01-10,85378.2279023717,87675.3362478605,85378.2279023717,86884.49981696828,678832533
2011-01-11,86884.49981696828,88069.24773247003,86047.0745828089,87907.91194848946,1620274848
2011-01-12,87907.91194848946,90071.0610176945,87907.91194848946,88994.93540570025,3305401757
2011-01-13,88994.93540570025,88994.93540570025,87592.00469568753,87825.46970642993,1618385243
2011-01-14,87825.46970642993,89819.18828773256,87825.46970642993,89717.3984801752,1383361410
2011-01-17,89717.3984801752,89717.3984801752,87860.00422948753,87875.7007232594,6246314710
2011-01-18,87875.7007232594,89509.05919303524,87875.7007232594,88693.19574875275,4966353038
2011-01-19,88693.19574875275,92585.58066553742,88693.19574875275,91651.71999061096,2526751881
2011-01-20,91651.71999061096,91651.71999061096,90089.59922850758,90335.78048193516,3534608297
2011-01-21,90335.78048193516,90335.78048193516,88690.18092990227,89613.5941613439,657164751
2011-01-24,89613.5941613439,90726.37160871323,88632.7124132019,89792.35271325339,1349010634
2011-01-25,89792.35271325339,89792.35271325339,88885.4036950258,89159.12493685595,1581175003
2011-01-26,89159.12493685595,89159.12493685595,86875.68124323156,87129.86758054279,1777409791
2011-01-27,87129.86758054279,87537.99082924219,87076.20100432987,87263.04075806972,1565452892
2011-01-28,87263.04075806972,87263.04075806972,85495.93223186745,85916.1744944238,558854589
2011-01-31,85916.1744944238,87839.25723538912,85916.1744944238,86569.47133031637,2425795446
2011-02-01,86569.47133031637,86569.47133031637,85418.3252591212,85418.84501769302,2624720055
2011-02-02,85418.84501769302,87828.93557824621,85418.84501769302,87447.45854114862,4455309702
2011-02-03,87447.45854114862,87493.4910465098,85152.88827027213,86463.77962328732,1348499574
2011-02-04,86463.77962328732,86673.62399664233,84791.46972051277,86089.31167366373,1294423732
2011-02-07,86089.31167366373,87992.93124093938,86089.31167366373,87182.88338867099,523695399
2011-02-08,87182.88338867099,87182.88338867099,85027.18205217046,85616.82032786125,1726961942
2011-02-09,85616.82032786125,86249.80090361384,85616.82032786125,85951.74468331701,3138368475
2011-02-10,85951.74468331701,88193.61155277399,85951.74468331701,87679.98855986963,1472944192
2011-02-11,87679.98855986963,87679.98855986963,85036.56292005816,85609.66687990191,5840810607
2011-02-14,85609.66687990191,87127.22126624057,85609.66687990191,85889.56836019739,1759183467
2011-02-15,85889.56836019739,87094.4767009013,84616.74381120341,86267.33145971107,2152528769
2011-02-16,86267.33145971107,88306.8716547751,86267.33145971107,87322.15171777688,1011663130
2011-02-17,87322.15171777688,87415.37560627336,84976.9056748421,85745.61482899515,2308867981
2011-02-18,85745.61482899515,85745.61482899515,81785.7088368022,84090.13717425079,743406173
2011-02-21,84090.13717425079,85477.78586654895,83783.70848412284,84790.53431058294,2829206144
2011-02-22,84790.53431058294,85940.88635643251,84766.50844161792,85210.65191462066,2873012896
2011-02-23,85210.65191462066,85631.99913626953,84447.13014675905,85573.42712674681,3946357070
2011-02-24,85573.42712674681,86085.67976325522,85573.42712674681,86060.91524943891,1201009942
2011-02-25,86060.91524943891,86060.91524943891,80617.30578248113,82314.13380140066,2167183156
2011-02-28,82314.13380140066,83643.7858083357,82286.39675608299,82642.05729686108,2651314249
2011-03-01,82642.05729686108,84076.11669763934,81988.12290634146,83046.68000746676,2494998179
2011-03-02,83046.68000746676,83046.68000746676,81438.22970962404,82198.33564308475,1297575525
2011-03-03,82198.33564308475,85470.95149357538,82198.33564308475,84539.88820342714,604808279
2011-03-04,84539.88820342714,85793.22502897537,84539.88820342714,85183.02487994364,2378874148
2011-03-07,85183.02487994364,85649.28667896938,83257.43160693262,83703.43386075695,1853169361
2011-03-08,83703.43386075695,85016.95073123541,83703.43386075695,84569.62245103218,1506534355
2011-03-09,84569.62245103218,84569.62245103218,82578.92053891778,83375.4803493417,2930344117
2011-03-10,83375.4803493417,84491.06355354226,83375.4803493417,84401.52144320535,1955581147
2011-03-11,84401.52144320535,86970.15635325029,84401.52144320535,85910.5306480109,1034118790
2011-03-14,85910.5306480109,85910.5306480109,83958.63453511073,84895.90711138937,761413302
2011-03-15,84895.90711138937,86499.36919095085,84881.0813260666,86165.15542066991,1137309685
2011-03-16,86165.15542066991,87874.65784888268,86165.15542066991,86741.74798924281,6617074328
2011-03-17,86741.74798924281,88286.58327105713,86741.74798924281,87854.72289169101,2870641625
2011-03-18,87854.72289169101,91675.36341900259,87854.72289169101,90398.28358124636,2197792289
2011-03-21,90398.28358124636,90576.47732090551,88753.90222845455,90110.74275556856,1826345027
2011-03-22,90110.74275556856,90110.74275556856,88388.3008595387,89137.00224276654,1767296027
2011-03-23,89137.00224276654,89217.12709134606,86508.95424833802,87992.24099826037,3584952313
2011-03-24,87992.24099826037,87992.24099826037,86397.4936392411,86959.46249070643,1564942856
2011-03-25,86959.46249070643,88047.91588464202,86486.49636774693,86902.37137383531,2668742495
2011-03-28,86902.37137383531,88577.44250554674,86902.37137383531,87390.52629367872,1680234228
2011-03-29,87390.52629367872,88186.0955622104,86372.96861573806,87796.9238754366,5276302120
2011-03-30,87796.9238754366,89186.81489270508,87796.9238754366,88930.18450857411,2898784277
2011-03-31,88930.18450857411,89093.94222874533,87806.21988784698,88991.99351048334,3728200165
2011-04-01,88991.99351048334,91053.28930372195,88991.99351048334,90976.78293466334,1493231096
2011-04-04,90976.78293466334,91287.49443886889,89936.66295695386,90661.1069170857,3394699473
2011-04-05,90661.1069170857,94825.56343060186,90661.1069170857,94405.64068521536,1710624430
2011-04-06,94405.64068521536,95471.3897472473,94405.64068521536,95338.8414078816,2113118022
2011-04-07,95338.8414078816,95338.8414078816,93224.39068306967,94160.70470359444,4529769321
2011-04-08,94160.70470359444,94160.70470359444,92205.78090274695,92695.24517175784,1187392411
2011-04-11,92695.24517175784,93518.61510014335,92694.62193908286,93412.43627663738,2213934050
2011-04-12,93412.43627663738,93412.43627663738,93100.29965398008,93146.02944685893,2489669099
2011-04-13,93146.02944685893,94345.6868368942,92917.0211383004,94190.19712729898,2593865854
2011-04-14,94190.19712729898,94936.0490035171,94190.19712729898,94905.90740306219,1596406129
2011-04-15,94905.90740306219,94921.45805873974,94600.95423963487,94849.68194615054,5676184312
2011-04-18,94849.68194615054,94849.68194615054,93284.107411641,93692.33506463181,1046740696
2011-04-19,93692.33506463181,93692.33506463181,91580.12123199274,91610.2376259592,4147848951
2011-04-20,91610.2376259592,92107.18659666485,91005.76550973563,91042.46263183613,3671792576
2011-04-21,91042.46263183613,92922.6627881382,91042.46263183613,92257.51369160421,5173717981
2011-04-22,92257.51369160421,95174.16285500632,92052.5694443853,92599.91879640569,903963433
2011-04-25,92599.91879640569,92599.91879640569,90773.68822308563,90915.88910954994,1295285891
2011-04-26,90915.88910954994,92432.11121914745,90501.07410430443,91197.52052186335,4216977799
2011-04-27,91197.52052186335,92444.25004512609,91197.52052186335,91770.21912680306,782413115
2011-04-28,91770.21912680306,92481.28607087262,90212.93054974171,90599.42737741098,895760438
2011-04-29,90599.42737741098,91067.39309660372,90599.42737741098,90853.63818968264,1566734139
2011-05-02,90853.63818968264,92930.62913092386,90843.5413154371,90978.39211645514,2201511290
2011-05-03,90978.39211645514,90978.39211645514,89012.06981376601,89464.09731351092,4433812029
2011-05-04,89464.09731351092,91772.51556189981,89464.09731351092,89988.96621052382,1823056016
2011-05-05,89988.96621052382,92152.04750107558,89988.96621052382,90790.92699055011,1475545285
2011-05-06,90790.92699055011,93140.57816324639,90493.90556321044,92311.29084923764,2336939458
2011-05-09,92311.29084923764,94871.84134325037,92311.29084923764,93816.61391050603,2529307177
2011-05-10,93816.61391050603,93816.61391050603,91225.6174645708,91924.79808961185,2493698853
2011-05-11,91924.79808961185,91924.79808961185,90159.90412316904,90677.61982709296,1829703764
2011-05-12,90677.61982709296,92694.51117664362,90677.61982709296,91423.4912193689,752468701
2011-05-13,91423.4912193689,93821.24937867574,91423.4912193689,92173.78454555645,1264073175
2011-05-16,92173.78454555645,93160.90410873461,92173.78454555645,92931.97985485315,4068533939
2011-05-17,92931.97985485315,100612.5514770857,92931.97985485315,98349.07532391582,2196096902
2011-05-18,98349.07532391582,100055.09209067129,98349.07532391582,99240.44816914585,1702139724
2011-05-19,99240.44816914585,101411.46795969002,99240.44816914585,100980.47903908549,3498140196
2011-05-20,100980.47903908549,102741.35273275676,100980.47903908549,102476.00260483017,1136654006
2011-05-23,102476.00260483017,103723.00823749884,102476.00260483017,103528.52017961623,1786883629
2011-05-24,103528.52017961623,104244.17027122508,102965.46095379976,103090.69406436963,2142613580
2011-05-25,103090.69406436963,105645.31058731762,103090.69406436963,104315.87936711399,1603932504
2011-05-26,104315.87936711399,104315.87936711399,103062.20226361492,103158.76817902407,2103344279
2011-05-27,103158.76817902407,103973.62350137062,102834.40942747498,102843.898826816,1820844154
2011-05-30,102843.898826816,102843.898826816,101547.28217991085,102146.57058212199,993496893
2011-05-31,102146.57058212199,105704.67522796417,102146.57058212199,105636.53335442561,2189966225
2011-06-01,105636.53335442561,110348.40907381721,105636.53335442561,109357.03922434051,1029395034
2011-06-02,109357.03922434051,109357.03922434051,104868.38217980917,106348.73885032516,2172665474
2011-06-03,106348.73885032516,109708.73502505933,106348.73885032516,107496.65680629302,3975756691
2011-06-06,107496.65680629302,107496.65680629302,104767.08844600193,104949.98166672612,1737827173
2011-06-07,104949.98166672612,104949.98166672612,104152.00815314114,104259.51804762131,1113385769
2011-06-08,104259.51804762131,106148.7783384097,104259.51804762131,106014.64977290743,1876959675
2011-06-09,106014.64977290743,106636.44283200163,103668.8289683926,106169.87645347092,1319379600
2011-06-10,106169.87645347092,106169.87645347092,102861.05426147301,104506.60094288074,2692315709
2011-06-13,104506.60094288074,104506.60094288074,102313.71648945981,103437.54485390328,1857353837
2011-06-14,103437.54485390328,106030.55399906247,103437.54485390328,104543.70246590087,4702192110
2011-06-15,104543.70246590087,104543.70246590087,101477.33441948894,103450.64583957495,3577420387
2011-06-16,103450.64583957495,104622.19894403212,102823.38495427453,103838.26287584142,1852631254
2011-06-17,103838.26287584142,105979.94237381351,101998.76647940003,103961.16351765435,2860372080
2011-06-20,103961.16351765435,103961.16351765435,102002.88534048968,102997.02714512905,1643008439
2011-06-21,102997.02714512905,108052.1116208574,102997.02714512905,106360.8236721898,2034246791
2011-06-22,106360.8236721898,108139.37020062451,106056.9419114523,107425.36632435408,1669342910
2011-06-23,107425.36632435408,107425.36632435408,104200.49017428064,104215.80374405511,2934024882
2011-06-24,104215.80374405511,105405.54612298195,104155.61062876577,104559.38394005578,4094486525
2011-06-27,104559.38394005578,104559.38394005578,103413.50531978354,103573.72385618505,2981633438
2011-06-28,103573.72385618505,106299.08204632133,103573.72385618505,104949.85614047301,3171217175
2011-06-29,104949.85614047301,104949.85614047301,103651.9748542811,103754.70700624044,3172956804
2011-06-30,103754.70700624044,105113.84222433239,103086.64964469071,103628.0176717335,2634715329
2011-07-01,103628.0176717335,104809.64683226745,103628.0176717335,104464.79414062218,1131454644
2011-07-04,104464.79414062218,106735.46334025037,104464.79414062218,105873.64060971983,4681567268
2011-07-05,105873.64060971983,105873.64060971983,103340.3562223408,104020.38117363828,4930067077
2011-07-06,104020.38117363828,104072.6418888092,102602.56312094037,103550.46717339667,1779277492
2011-07-07,103550.46717339667,103550.46717339667,101606.79353189163,102864.5302741954,1661628628
2011-07-08,102864.5302741954,103270.3735293012,100207.34527476606,101907.89646998607,2716523688
2011-07-11,101907.89646998607,104743.6410494102,101907.89646998607,104657.55633733701,2634131689
2011-07-12,104657.55633733701,105668.48371572755,103175.08535271978,105345.65105896299,1807914816
2011-07-13,105345.65105896299,105345.65105896299,103145.30752544348,103405.8942683041,1070509124
2011-07-14,103405.8942683041,104078.50657435406,103267.05311242875,103889.43830752073,2330301774
2011-07-15,103889.43830752073,107719.76913080149,103889.43830752073,107248.42725630148,2634953275
2011-07-18,107248.42725630148,109070.12696538064,107248.42725630148,108963.00560079279,2875014605
2011-07-19,108963.00560079279,108963.00560079279,106339.96962634708,106534.16033194434,2381650099
2011-07-20,106534.16033194434,106534.16033194434,104423.01332146076,105813.61535675646,1746457772
2011-07-21,105813.61535675646,108270.64822969682,105813.61535675646,107877.36889990313,3287568389
2011-07-22,107877.36889990313,107877.36889990313,106254.26998822489,106786.18478432676,2066944498
2011-07-25,106786.18478432676,108931.84911049646,106786.18478432676,107550.48462869237,1585160514
2011-07-26,107550.48462869237,110460.49655120673,107550.48462869237,108853.94388884991,1827265321
2011-07-27,108853.94388884991,108853.94388884991,106562.77250339183,107394.87029766395,835406091
2011-07-28,107394.87029766395,107598.60158351972,106780.90935342529,107352.6769644076,1825814645
2011-07-29,107352.6769644076,107352.6769644076,100250.01084837012,102186.972417184,2821773083
2011-08-01,102186.972417184,102186.972417184,100516.54744200082,100667.87982864963,2370352531
2011-08-02,100667.87982864963,101643.80919235187,100136.1237002228,100336.8312638691,4277972862
2011-08-03,100336.8312638691,100336.8312638691,98443.00958500645,98509.02052076052,1753580545
2011-08-04,98509.02052076052,101526.3134842416,98509.02052076052,100970.38361058074,2551812171
2011-08-05,100970.38361058074,100970.38361058074,97249.90274618074,98854.83994913529,2972838643
2011-08-08,98854.83994913529,99051.92000773874,97733.28353766094,98251.7594595659,6453197114
2011-08-09,98251.7594595659,99971.80156189596,97383.26398492244,98493.56771556246,2150133484
2011-08-10,98493.56771556246,102034.0501984711,98493.56771556246,100672.15672381921,1186554336
2011-08-11,100672.15672381921,100672.15672381921,96581.45691849264,98554.22270942107,3056014320
2011-08-12,98554.22270942107,100953.72129256702,98554.22270942107,100323.02031293686,5083555195
2011-08-15,100323.02031293686,103016.88776369778,99416.69043531196,100388.5809969213,1702117093
2011-08-16,100388.5809969213,100426.97543310834,98349.77911734418,98960.79137669616,3045569616
2011-08-17,98960.79137669616,101031.62443768338,98960.79137669616,99696.2236550497,3696961286
2011-08-18,99696.2236550497,100179.0037583648,99155.5618781633,100043.75426583622,3325699249
2011-08-19,100043.75426583622,100043.75426583622,97805.85787356523,99193.0568964989,2129583544
2011-08-22,99193.0568964989,100683.05553460684,98570.44121123324,99346.51165776579,1410452114
2011-08-23,99346.51165776579,99346.51165776579,98609.14049097455,98821.99148745683,1920349895
2011-08-24,98821.99148745683,99540.15689182548,98821.99148745683,99039.67263509202,2515439167
2011-08-25,99039.67263509202,100601.07443388848,98546.7546500409,100072.85055010283,3149546400
2011-08-26,100072.85055010283,104450.87661973844,100072.85055010283,102503.64533255882,2363443591
2011-08-29,102503.64533255882,102503.64533255882,99785.64229850894,100651.68814204173,1653994377
2011-08-30,100651.68814204173,105360.01628144603,100651.68814204173,103922.4151364498,2640153365
2011-08-31,103922.4151364498,103922.4151364498,98334.6763860834,100931.39116374638,3074645820
2011-09-01,100931.39116374638,101542.10230461572,100248.47805952193,100752.05864733031,2418027702
2011-09-02,100752.05864733031,102604.7650029428,99666.72599718769,101691.54722201849,1316601273
2011-09-05,101691.54722201849,102953.68658632267,101691.54722201849,102171.01046243121,1826577803
2011-09-06,102171.01046243121,102171.01046243121,101143.72455374917,101267.7683803443,3212526080
2011-09-07,101267.7683803443,103277.63339407038,100914.02815209975,101002.26112687483,1001639618
2011-09-08,101002.26112687483,101002.26112687483,99572.80080924026,100305.8491203652,702266841
2011-09-09,100305.8491203652,100305.8491203652,99225.26119981095,99469.25105912177,4251146050
2011-09-12,99469.25105912177,101764.43167080163,99469.25105912177,100786.62494898544,2582750220
2011-09-13,100786.62494898544,102490.28566108752,100418.83625794308,101376.75404973401,2708817470
2011-09-14,101376.75404973401,101376.75404973401,99725.55711246106,100373.76854249727,1167352884
2011-09-15,100373.76854249727,103311.71615816593,100373.76854249727,101778.39887193247,2891892731
2011-09-16,101778.39887193247,103325.80839749916,101747.85282079784,102298.43486950244,2295088774
2011-09-19,102298.43486950244,104821.39865400137,102178.17988124055,103596.90192476618,905727665
2011-09-20,103596.90192476618,105669.17285624331,102780.62794123984,104627.11433651503,4076704280
2011-09-21,104627.11433651503,104627.11433651503,102577.96971825552,103378.39755680112,2165148266
2011-09-22,103378.39755680112,103378.39755680112,102332.03185258018,102561.42748142056,1640670824
2011-09-23,102561.42748142056,104157.44977494574,102561.42748142056,103762.36067849894,1655581501
2011-09-26,103762.36067849894,111236.25414864243,103762.36067849894,109841.85001515415,730180312
2011-09-27,109841.85001515415,110047.23166508912,109704.78375958052,109862.3328939224,2690737932
2011-09-28,109862.3328939224,110770.2883060028,109477.08315068106,110110.611961009,2279772789
2011-09-29,110110.611961009,113631.95736144684,110110.611961009,112275.93422033494,1815039289
2011-09-30,112275.93422033494,112275.93422033494,110454.56385878968,111335.78373235164,3790090071
2011-10-03,111335.78373235164,113259.40449745249,111335.78373235164,112305.12435987507,1001218412
2011-10-04,112305.12435987507,112561.70967704213,111856.40996483658,112020.66785741139,1484029379
2011-10-05,112020.66785741139,112303.73721107264,109086.69582507241,111710.90628485732,1307534173
2011-10-06,111710.90628485732,114361.65827251595,111710.90628485732,113607.94210710443,1739764380
2011-10-07,113607.94210710443,115114.59176936185,113607.94210710443,115071.35387000932,2068620982
2011-10-10,115071.35387000932,116899.78324105142,115071.35387000932,116533.0643749577,2479740561
2011-10-11,116533.0643749577,119027.08661732955,116533.0643749577,118873.30259525905,1681456620
2011-10-12,118873.30259525905,121802.5610523901,118809.18379004816,118970.1911868878,1289776971
2011-10-13,118970.1911868878,122446.78863719595,118768.23058291261,120246.65741311265,4646669170
2011-10-14,120246.65741311265,120484.75558693608,119253.88629179428,119747.15263601765,6678993325
