Nome: FREDERICO WESTPHALEN
Codigo Estacao: A854
Latitude: -27.39555555
Longitude: -53.42944443
Altitude: 489.42
Situacao: Operante
Data Inicial: 2010-01-01
Data Final: 2024-12-31
Periodicidade da Medicao: Mensal

Data Medicao;NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número);PRECIPITACAO TOTAL, MENSAL (AUT)(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB);TEMPERATURA MEDIA, MENSAL (AUT)(°C);VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s);VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s);
2016-04-30;11;180,4;958,2;21,5;8,3;1,5;
2016-05-31;12;121;961,6;14,8;7,5;1,4;
2016-06-30;13;30,4;964,1;11;5,1;1,2;
2016-07-31;11;121,4;961,1;14,6;5,6;1,7;
2016-08-31;11;162,2;960;16,3;7,5;1,8;
2016-09-30;10;70,8;961,1;16,4;7,8;1,8;
2016-10-31;15;289,6;957,2;19,3;9,6;2;
2016-11-30;9;116;956,7;21;7,5;1,9;
2016-12-31;13;130,8;955,3;23;7,8;1,8;
2017-01-31;13;164,4;956;24,1;5,9;1,7;
2017-02-28;13;202,8;955,9;24;5,9;1,5;
2017-03-31;12;197;957,8;22,1;5,6;1,3;
2017-04-30;13;344,2;959,2;18,7;7,8;1,8;
2017-05-31;23;423,2;959,1;17,4;7,9;1,9;
2017-06-30;14;232,8;961,3;15,1;7,4;1,1;
2017-07-31;5;15,8;965,6;15,6;5,3;,7;
2017-08-31;9;244,8;959,9;17,3;8,4;1,7;
2017-09-30;9;95,2;960;21,3;6,1;1,3;
2017-10-31;20;394,8;956,3;19,3;9,6;1,6;
2017-11-30;14;185,8;955,3;20,3;6,3;1,4;
2017-12-31;10;null;954,4;23,8;6,2;1,4;
2018-01-31;1;null;null;null;6,5;null;
2018-02-28;8;63,6;956,3;22,8;7,7;1,7;
2018-03-31;17;182;955,8;22,2;5,7;,6;
2018-04-30;8;111;960,2;21,7;6,4;,5;
2018-05-31;14;85;961,1;17,6;5,2;,8;
2018-06-30;14;141,2;962;13,5;9;,7;
2018-07-31;10;32,6;961,5;15,5;5,5;,7;
2018-08-31;14;80,6;962,2;13,8;5,5;,4;
2018-09-30;13;191,8;957,6;18,4;10,5;1,2;
2018-10-31;18;298,4;956,8;19,7;7,6;,8;
2018-11-30;11;268,2;956;22,3;5,9;1,2;
2018-12-31;8;null;955,8;22,4;6;,7;
2019-01-31;17;207;957;25,1;9,3;,5;
2019-02-28;13;189,4;956,2;22,8;6,6;,5;
2019-03-31;13;170,6;958,5;21,4;6,9;,3;
2019-04-30;12;124;958;20,7;5,1;,2;
2019-05-31;19;326,6;958,8;18,1;6,3;,1;
2019-06-30;7;31;961,6;17,8;7,6;,2;
2019-07-31;12;120;962,2;13,9;3,8;0;
2019-08-31;8;62,2;963,3;15,5;9,1;,4;
2019-09-30;9;54,2;958,9;18,9;9,2;2,1;
2019-10-31;12;187,8;957,2;21,6;9,4;2;
2019-11-30;9;164,2;955,4;23;7,7;2;
2019-12-31;11;84,2;955,6;23,2;6,5;1,7;
2020-01-31;12;172,4;954,8;24,1;6,7;1,8;
2020-02-29;9;85;957;23;5,6;1,7;
2020-03-31;5;32,4;958,2;23,5;4,7;1,3;
2020-04-30;8;100,8;960,5;18,7;6,7;1,4;
2020-05-31;10;131,4;960,8;15,3;6,9;1,1;
2020-06-30;17;170,6;959,5;16,2;6;1,7;
2020-07-31;12;183,2;960,5;14,4;5,9;1,3;
2020-08-31;5;75,6;960,9;17,1;6,1;1,7;
2020-09-30;8;43,4;958,4;19,5;6,7;2;
2020-10-31;6;26;956,6;21,9;7;2;
2020-11-30;10;133,6;957;22,1;7,5;2,2;
2020-12-31;10;135,2;955,1;23,8;7;1,8;
2021-01-31;18;169,4;955,2;23,3;6;2;
2021-02-28;8;69,8;956;22,2;4,7;1,3;
2021-03-31;12;99,8;956,7;22,5;6,3;1,3;
2021-04-30;5;18,8;960,1;19,5;5,9;1,3;
2021-05-31;8;108,4;960,6;15,3;5;1,1;
2021-06-30;14;186,6;961,8;13,7;8,8;1,3;
2021-07-31;3;null;null;13,3;3,7;null;
2021-08-31;5;26,8;961,2;17,9;6,1;1,4;
2021-09-30;12;126,2;958,1;19,5;7,2;1,5;
2021-10-31;17;316,6;957,5;19,2;7,7;1,6;
2021-11-30;5;40,2;955,4;22,6;7,1;1,1;
2021-12-31;4;51,8;954,3;25;6,4;1,6;
2022-01-31;11;74,8;954,6;26;6,8;1,3;
2022-02-28;9;163,2;955,6;24,3;5,4;,5;
2022-03-31;15;375,2;956,7;21,7;6,9;,7;
2022-04-30;10;null;959,3;18,9;6,4;,4;
2022-05-31;14;null;961,6;14,4;4,6;,3;
2022-06-30;9;null;960,6;13,2;5,1;,3;
2022-07-31;6;42,2;959,3;18,2;6,1;,4;
2022-08-31;8;128,8;961,2;15,2;8;,5;
2022-09-30;10;95;959,7;15,9;5,7;1;
2022-10-31;15;229,8;957,2;18,4;8,4;1,8;
2022-11-30;7;44,8;958;20,8;7,1;2,4;
2022-12-31;10;104;954,4;24;6,4;1,9;
2023-01-31;11;173,2;955,4;24,1;6,7;1,5;
2023-02-28;16;227,6;956,2;22,3;6,1;1,4;
2023-03-31;12;165,2;957,5;23,4;5,4;1,4;
2023-04-30;13;76,4;958,3;19;4,9;1,4;
2023-05-31;15;218;961;17,3;5,7;1,1;
2023-06-30;16;null;962,8;14,8;5,7;1,6;
2023-07-31;11;140,4;961,5;15,9;6,2;1,5;
2023-08-31;11;107,8;959,2;17,3;8,1;1,9;
2023-09-30;14;284,8;956,6;20,4;7,5;2;
2023-10-31;18;672,4;955,6;19,6;11,7;2,2;
2023-11-30;19;384,6;954,5;22,1;8,9;2,1;
2023-12-31;19;214,8;955,7;23,9;7,2;1,9;
2024-01-31;12;98,4;955,8;23,8;8,2;2;
2024-02-29;15;219,2;956,9;24,9;9,2;1,6;
2024-03-31;16;266,6;957,4;23,1;7,5;1,6;
2024-04-30;16;148,2;957,4;22;6,6;1,5;
2024-05-31;21;275,8;959;16,9;6,2;1,7;
2024-06-30;12;170,2;959,6;17,6;6;1,7;
2024-07-31;13;172,6;963,8;13,9;6,6;1,6;
2024-08-31;8;98,4;961,3;16,7;7,9;1,8;
2024-09-30;8;79,2;957,7;20,2;7,2;1,8;
2024-10-31;11;148,6;957;20,9;7,5;2;
2024-11-30;11;110,8;955,4;22,8;7,4;2;
2024-12-31;12;136,8;954,7;22;7,3;2;

