Nome: CAMAQUA
Codigo Estacao: A838
Latitude: -30.80805555
Longitude: -51.83416666
Altitude: 92.3
Situacao: Operante
Data Inicial: 2010-01-01
Data Final: 2024-12-31
Periodicidade da Medicao: Mensal

Data Medicao;NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número);PRECIPITACAO TOTAL, MENSAL (AUT)(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB);TEMPERATURA MEDIA, MENSAL (AUT)(°C);VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s);VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s);
2012-10-31;13;96,6;1002,2;19,2;7,5;1,7;
2012-11-30;14;36,2;1002,7;21,4;7,4;1,7;
2012-12-31;15;216,6;998,7;23,9;5,3;1,6;
2013-01-31;12;171,6;1003,1;22;5;1,6;
2013-02-28;15;224,6;1001,5;22,6;8,7;1,5;
2013-03-31;17;93;1004,3;19,8;5,2;1,4;
2013-04-30;19;156,8;1005,4;18,6;4,3;1,2;
2013-05-31;24;113;1005,5;14,8;5,2;1;
2013-06-30;22;78,8;1006,7;13;5,1;,9;
2013-07-31;25;45;1009,2;12;6;,6;
2013-08-31;28;205,6;1008,8;11,9;6,4;1,1;
2013-09-30;14;103,6;1006,1;16,1;5,3;1,4;
2013-10-31;20;204;1005,4;17,4;6,7;1,3;
2013-11-30;13;161,8;1002,1;20,5;6,2;1,3;
2013-12-31;15;42,8;999,9;23,3;7,1;1,1;
2014-01-31;18;240;1001,3;24,7;5,7;,9;
2014-02-28;15;223;1002,2;24,1;6,6;1;
2014-03-31;22;156,2;1003,1;21;4,1;,7;
2014-04-30;19;69,4;1006,2;19;4,4;,7;
2014-05-31;21;55,2;1006,7;15,1;5,1;,4;
2014-06-30;null;null;null;null;2,3;null;
2014-07-31;7;null;null;null;4,4;null;
2014-08-31;18;92;1007,5;14,2;4,9;,7;
2014-09-30;19;163,4;1004,7;16,8;5;1,1;
2014-10-31;17;164,2;1005,2;19,4;4,8;1;
2014-11-30;14;70,2;1002,4;21,3;4,8;1;
2014-12-31;19;206;1001,1;22,6;5;,9;
2015-01-31;22;179,4;1002,4;23,7;5,3;,7;
2015-02-28;18;112,4;1002,4;23,2;4,7;,7;
2015-03-31;13;19;1003,9;22,3;4,3;,7;
2015-04-30;19;74,2;1006,1;19,5;5,9;,6;
2015-05-31;18;253;1007,9;16,5;5,8;,6;
2015-06-30;18;null;1008,6;14,8;4,6;,3;
2015-07-31;20;199,8;1007,2;14,4;5,2;,5;
2015-08-31;10;45,8;1005,2;18,6;4,3;,6;
2015-09-30;11;null;1004,5;15,4;5,6;,8;
2015-10-31;16;null;1005,2;17,1;6,3;1,1;
2015-11-30;18;132,2;1002,6;19,2;3,9;,9;
2015-12-31;21;241;1001,1;21,9;7;,8;
2016-01-31;17;71,8;1001,9;23,7;4,8;,8;
2016-02-29;14;46,8;1001,8;24,4;5,7;,7;
2016-03-31;21;447,6;1005;20,9;4,1;,8;
2016-04-30;16;173,2;1003,7;20,9;3,5;,5;
2016-05-31;23;69,8;1009,4;13,9;3,2;,4;
2016-06-30;13;null;1011,4;11,2;2,5;,3;
2016-07-31;16;77;1007,3;13,5;3,8;,5;
2016-08-31;19;128,8;1006,7;14,9;5,4;,5;
2016-09-30;12;119,4;1008,1;14,7;4,4;,9;
2016-10-31;14;190,6;1004,5;17,7;5,1;,8;
2016-11-30;12;133,6;1003,6;19,3;4;,7;
2016-12-31;11;153,6;1000,9;22,8;4,8;,7;
2017-01-31;19;93,8;1001,8;23,6;2,8;,5;
2017-02-28;19;176;1000,9;24,4;2,5;,3;
2017-03-31;22;221,2;1004,7;21,4;3,4;,4;
2017-04-30;15;76,2;1005,9;18,8;2,6;,4;
2017-05-31;26;261,2;1006,4;17;3,1;,3;
2017-06-30;19;76;1006,8;15,2;2,5;,4;
2017-07-31;14;null;1011,8;16,6;2,1;,2;
2017-08-31;22;108,2;1007;16;3,5;,4;
2017-09-30;10;null;null;19,2;2,3;null;
2017-10-31;2;null;null;null;3,1;null;
2017-11-30;16;138,4;1002,2;19;3,6;,5;
2017-12-31;15;57,8;1001,1;22,5;5,6;,5;
2018-01-31;16;73,6;1001,2;23,6;3,6;,5;
2018-02-28;12;172,8;1003,1;22,3;2,4;,4;
2018-03-31;18;131,4;1001,9;21,2;2,8;,3;
2018-04-30;20;204,8;1006,2;21,7;2,9;,1;
2018-05-31;21;151,4;1007,6;16,7;1,6;,1;
2018-06-30;14;null;1007,6;13;1,7;,2;
2018-07-31;24;209,6;1008,7;13,2;2,4;,2;
2018-08-31;23;136,4;1009,1;13,1;2,5;,3;
2018-09-30;22;294;1005,3;17,6;3,1;,3;
2018-10-31;12;85;1004,9;18,1;3,6;,3;
2018-11-30;11;102,8;1002,9;21,1;2,5;,3;
2018-12-31;12;78,6;1002,2;22,1;2,8;,3;
2019-01-31;16;128,6;1002,1;24,8;2,9;,3;
2019-02-28;17;81,4;1002,6;23;2,1;,1;
2019-03-31;13;81,2;1005;21,4;2,2;,2;
2019-04-30;11;78,6;1004,5;20;1,6;,1;
2019-05-31;22;275,4;1006;17,5;2;,1;
2019-06-30;16;41;1007,3;16,9;1,2;,1;
2019-07-31;17;183;1009;12,2;1,2;,1;
2019-08-31;16;154,2;1010,9;13,9;4,7;,7;
2019-09-30;14;109,4;1007,3;15,4;4,8;1,3;
2019-10-31;7;null;null;19,3;6,2;null;
2019-11-30;5;null;null;21,3;5,4;null;
2019-12-31;6;60,6;1001,2;23;7,2;1,4;
2020-01-31;19;163;1001,2;23,4;5;1,3;
2020-02-29;13;44;1003,5;23;4,9;1,4;
2020-03-31;15;44,8;1004,9;23;5,9;1,1;
2020-04-30;12;48,2;1006,5;18,9;5,2;1,2;
2020-05-31;11;117,6;1005,9;15,6;4,5;,9;
2020-06-30;17;null;1005,3;15,4;4,5;,8;
2020-07-31;16;null;1005,9;14;5,4;,9;
2020-08-31;19;80,4;1008,1;14,9;4,7;,9;
2020-09-30;23;246,8;1006,8;15,2;7,7;1,4;
2020-10-31;22;131,2;1004,7;17,5;6,2;1,6;
2020-11-30;16;31,4;1005;20,1;6,3;1,4;
2020-12-31;15;94;1001,8;22,3;5,4;1,4;
2021-01-31;17;104;1001,2;23,8;6,5;1,4;
2021-02-28;17;70,6;1001,7;22,5;4,3;1,1;
2021-03-31;25;111,2;1002,7;21,9;3,9;1,1;
2021-04-30;18;13,6;1007,1;19,8;3,8;1;
2021-05-31;25;95,2;1006,9;13,9;4,8;1,1;
2021-06-30;8;null;1008,8;13,1;4,2;1,1;
2021-07-31;5;7,4;1009,9;12,2;4,5;,8;
2021-08-31;10;null;1009,9;14,8;4,3;null;
2021-09-30;2;null;null;null;4,5;null;
2021-10-31;null;null;null;null;4,9;null;
2021-11-30;null;null;null;null;4,4;null;
2021-12-31;12;null;1002,1;21,7;3,8;1,2;
2022-01-31;15;175;1000,8;24,4;6,4;1,1;
2022-02-28;18;119,8;1001,4;22,9;4,3;,6;
2022-03-31;23;106;1003;20,8;3,9;,6;
2022-04-30;19;81,2;1004,9;18,2;5,5;,4;
2022-05-31;20;null;1007,4;14,1;3,4;,4;
2022-06-30;15;null;null;10,7;2,9;null;
2022-07-31;18;null;1006,3;14,5;3,6;,4;
2022-08-31;22;90;1009,8;13,3;4,9;,6;
2022-09-30;19;null;1008,1;14,5;3,5;,7;
2022-10-31;19;112,6;1004,8;17,3;4,6;,8;
2022-11-30;10;null;1005,6;20,3;3,8;,8;
2022-12-31;14;null;1001,2;22,7;5,4;,9;
2023-01-31;5;null;1001,5;24,4;3,1;,6;
2023-02-28;9;null;null;null;3,2;null;
2023-03-31;4;null;1003,5;23,9;3,1;null;
2023-04-30;17;59,2;1005,1;18,6;2,9;,4;
2023-05-31;25;176,4;1007,5;16,7;2,7;,4;
2023-06-30;26;144;1008,5;14,5;5,2;,4;
2023-07-31;26;238,2;1008,7;13,8;6,6;,6;
2023-08-31;19;93,8;1006;14,6;4,9;,8;
2023-09-30;25;383,4;1004,1;16,4;6,1;1;
2023-10-31;17;90,6;1003,7;17,1;3,6;,8;
2023-11-30;20;200,2;1001,3;19,8;5,3;,9;
2023-12-31;21;135;1002;22,5;3,5;,9;
2024-01-31;20;125,8;1003,1;22,8;6,9;1;
2024-02-29;17;97,6;1003,6;24,3;3,3;,6;
2024-03-31;17;40,4;1003,5;22,5;4,8;,5;
2024-04-30;22;289,8;1003,8;19,9;3,6;,7;
2024-05-31;2;null;null;null;null;null;
2024-06-30;17;null;1004,4;16,1;3;,4;
2024-07-31;24;95,8;1012,4;11,8;3,3;,3;
2024-08-31;22;144,4;1008,2;13,8;3,7;,5;
2024-09-30;21;325,6;1004,8;16,9;4,3;,7;
2024-10-31;17;128,8;1004,8;19,2;3,7;,8;
2024-11-30;17;73,6;1002,8;21,3;4,6;,7;
2024-12-31;15;146,2;1001,3;20,9;5,2;,8;

