Nome: PALMEIRA DAS MISSOES
Codigo Estacao: A856
Latitude: -27.92027777
Longitude: -53.31805554
Altitude: 614.11
Situacao: Operante
Data Inicial: 2010-01-01
Data Final: 2024-12-31
Periodicidade da Medicao: Mensal

Data Medicao;NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número);PRECIPITACAO TOTAL, MENSAL (AUT)(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB);TEMPERATURA MEDIA, MENSAL (AUT)(°C);VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s);VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s);
2019-09-30;10;52,4;945,1;17,3;9,9;3;
2019-10-31;12;187,6;943,6;20,3;8,5;3;
2019-11-30;11;148,6;941,8;22;7,1;2;
2019-12-31;7;101,4;941,9;23;10,4;2;
2020-01-31;11;186,2;941,4;22,9;7,6;2,3;
2020-02-29;9;67,8;943,5;21,8;8,2;2,3;
2020-03-31;6;54;944,6;23,3;7,8;2,1;
2020-04-30;6;54;946,6;18,3;9,2;1,2;
2020-05-31;13;79,6;946,6;15,3;9,4;2;
2020-06-30;14;106;945,4;15;9,4;2,7;
2020-07-31;null;null;946,3;13,3;7,5;1,9;
2020-08-31;7;80,8;947;16,2;8,8;1,7;
2020-09-30;8;86;944,7;18,1;8,6;1;
2020-10-31;5;19,6;942,9;20,7;8,7;,8;
2020-11-30;null;null;943,4;21;8,8;,8;
2020-12-31;6;31,6;941,5;22,7;7,4;,6;
2021-01-31;17;149,2;941,7;22,2;7,4;,7;
2021-02-28;null;null;942,4;21,5;5,3;,1;
2021-03-31;13;61,6;943;21,4;5,9;,2;
2021-04-30;4;10;946,3;18,8;8,5;,3;
2021-05-31;null;null;946,5;14,9;10,8;,3;
2021-06-30;null;null;947,6;12,8;10,5;,4;
2021-07-31;3;38,6;949,4;13,3;9;,5;
2021-08-31;5;50,4;947,2;16,9;8,7;1;
2021-09-30;null;null;944,3;17,9;8,2;,9;
2021-10-31;3;null;943,7;18,3;9,9;1,2;
2021-11-30;10;54;941,8;21,6;8,4;2,4;
2021-12-31;4;2,8;941;23,8;6,6;2,6;
2022-01-31;12;72,6;941,2;25,1;8,1;2,8;
2022-02-28;9;75,4;942;23,8;7,4;2,5;
2022-03-31;18;272,4;943,2;20,6;8,1;2,6;
2022-04-30;12;197,2;944,5;17,9;10,6;2,6;
2022-05-31;14;null;null;13,4;6,3;null;
2022-06-30;null;null;null;null;null;null;
2022-07-31;null;null;null;null;null;null;
2022-08-31;null;null;null;null;null;null;
2022-09-30;1;null;null;null;null;null;
2022-10-31;18;214,4;943,6;17,1;8,9;2,6;
2022-11-30;11;56;944,7;19,3;8,6;2,5;
2022-12-31;11;45,8;940,9;23,3;6,6;2,3;
2023-01-31;11;76,8;941,9;24;7,3;2,3;
2023-02-28;12;83;942,6;22,5;7,4;2,3;
2023-03-31;10;102,4;943,9;22,9;7,3;2,3;
2023-04-30;10;55,4;944,5;18,6;7,2;2,2;
2023-05-31;9;143;947,1;17,2;7,2;2,2;
2023-06-30;10;154,4;948,1;15,1;7,7;2,9;
2023-07-31;11;167,8;947,4;15;7,6;2,8;
2023-08-31;10;100;945,3;16,7;12,1;3;
2023-09-30;19;376,8;942,8;19;11,5;3,5;
2023-10-31;17;600,8;942;18,2;9,1;2,6;
2023-11-30;20;440,8;940,9;21,1;10,6;3;
2023-12-31;15;216,2;942,2;22,8;11,8;2,7;
2024-01-31;10;195;942,5;22,4;6,2;2,3;
2024-02-29;14;114,8;943,4;23,8;7,4;2,1;
2024-03-31;18;235,8;943,9;22,3;6,9;2,1;
2024-04-30;18;244,6;943,7;21,3;9,7;2,5;
2024-05-31;23;457,6;945;15,5;9,3;2,5;
2024-06-30;11;200,8;945,6;16,8;8,2;3,1;
2024-07-31;11;73,6;949,7;13,5;8,5;1;
2024-08-31;8;101,8;947,3;15,8;9,3;1,4;
2024-09-30;13;117,4;944;19,4;8,1;1,6;
2024-10-31;11;213,6;943,4;19,6;10,1;,7;
2024-11-30;10;90,8;941,9;22;7,8;,7;
2024-12-31;9;190,2;941,2;21,1;7,9;,5;

